CELLNAME,Size_Factor,num_genes_expressed,Pseudotime,State,ORDER
TESE2_1_cell_164-143,0.473304088891844,400,3.3533015190005497,1,143
TESE2_1_cell_191-381,0.4021949105312015,337,2.006126239817873,1,120
TESE2_1_cell_265-008,0.3537987375437372,295,5.0069760397398015,1,184
TESE2_1_cell_123-235,0.24547517345627198,199,1.3703377481711292,1,86
TESE2_1_cell_129-277,0.3433158119868857,276,2.15053156445676,1,123
TESE2_1_cell_243-043,0.334405325263562,235,1.2915643606819236,1,70
TESE2_1_cell_293-244,0.3387732109122501,273,1.903752273789148,1,118
TESE2_1_cell_352-197,0.288455168239363,250,5.046815075508103,1,186
TESE2_1_cell_103-189,0.2463487505860096,176,0.9186387390953153,1,18
TESE2_2_cell_109-063,0.3693484104530669,271,1.313405079110994,1,74
TESE2_2_cell_193-292,0.43574027231312623,313,1.4697849238356993,1,107
TESE2_2_cell_306-029,0.5922852939621082,580,6.417754891903603,1,212
TESE2_2_cell_229-349,0.31151760446443627,187,0.9037821772045603,1,15
TESE2_2_cell_289-347,0.42036531482974404,382,4.129083931919657,1,170
TESE2_2_cell_226-003,0.6233846397807675,650,6.768078922234638,1,221
TESE2_2_cell_003-305,0.6020693578151696,696,12.107774770566806,1,294
TESE2_2_cell_141-366,0.5763861902008834,532,7.730847265928959,1,247
TESE2_2_cell_086-366,0.47714782826268953,433,4.880923993317777,1,181
TESE2_2_cell_068-380,0.7009582889014685,686,1.4224105213980571,1,94
TESE2_2_cell_129-281,0.44168059679534205,392,7.568152352167637,1,244
TESE2_2_cell_304-021,0.46212230163120244,400,4.017023074149228,1,167
TESE2_2_cell_159-278,0.3239223997067105,225,1.2154495523951818,1,57
TESE2_2_cell_129-244,0.3906636924186649,320,3.608857894877634,1,154
TESE2_2_cell_381-353,0.4292758015530678,383,4.062265259386411,1,169
TESE2_2_cell_040-313,0.45373596118572124,379,0.9178294347057184,1,17
TESE2_2_cell_252-301,0.5136633522857221,456,6.467296059879805,1,215
TESE2_2_cell_245-216,0.3565941843588976,233,1.3296759667519213,1,77
TESE2_2_cell_218-280,0.47312937346589645,402,5.1732619596318425,1,187
TESE2_2_cell_246-286,0.5828506609609418,505,0.17701826506983492,1,2
TESE2_2_cell_104-218,0.40621336532799457,347,5.865155818709534,1,201
TESE2_2_cell_341-243,0.36043792372974315,316,4.009657651016304,1,165
TESE2_2_cell_308-336,0.3247959768364481,243,5.320457791960721,1,189
TESE2_2_cell_010-116,0.3681254024714342,297,1.540290024573477,1,111
TESE2_2_cell_086-125,0.29020232249883826,189,1.3155107449726335,1,75
TESE2_2_cell_142-253,0.3595643466000055,285,2.762205438495168,1,134
TESE2_2_cell_111-336,0.3677759716195392,362,7.78476371725402,1,249
TESE1_1_cell_079-140,2.3537662183650507,2329,20.620911269262862,1,358
TESE1_1_cell_180-068,2.0412003213449292,2015,17.950160281650657,1,337
TESE1_1_cell_382-000,2.072998528867379,2090,21.392773286848733,1,363
TESE1_1_cell_165-038,1.8654366028417195,1857,18.28563112126826,1,340
TESE1_1_cell_160-140,1.5081435567790318,1548,18.180286014485098,1,339
TESE1_1_cell_156-072,2.0546534091428885,2040,18.622331220958955,1,345
TESE1_1_cell_272-350,1.294990737123052,1335,20.4638159978467,1,357
TESE1_1_cell_303-311,1.4237560060463774,1429,19.061373516166896,1,349
TESE1_1_cell_120-228,1.3065219552355885,1243,13.558321586131223,1,303
TESE1_1_cell_281-017,1.2991839073457925,1319,16.309440573547352,1,316
TESE1_1_cell_003-000,1.4020912932288845,1312,16.03524395379587,1,312
TESE1_1_cell_313-072,1.2621442370449174,1268,16.230423045762276,1,315
TESE1_1_cell_282-184,1.0827114945968097,1040,11.586074395022443,1,290
TESE1_1_cell_147-302,0.9542956565253791,981,17.8711605022372,1,335
TESE1_1_cell_309-049,0.7828998236708575,707,12.833458963829779,1,298
TESE1_1_cell_152-180,0.8906992414804801,943,16.989294819329075,1,324
TESE1_1_cell_265-136,0.6637439031746457,565,8.180705284406304,1,260
TESE1_1_cell_089-324,0.6756245521390775,653,15.124466512272964,1,310
TESE1_1_cell_369-094,0.7172068235145882,712,16.810653638182735,1,323
TESE1_1_cell_032-133,0.7778330763183793,803,13.81162811659598,1,305
TESE1_1_cell_330-367,0.5608365172915538,494,12.997827624074741,1,299
TESE1_1_cell_210-195,0.4025443413830965,292,7.18956250161231,1,229
TESE1_1_cell_023-306,0.6034670812227497,608,17.066392043960867,1,325
TESE1_1_cell_378-373,0.27325492618192837,194,6.60924384095336,1,218
TESE1_1_cell_374-059,0.25246379049417295,188,9.191535693584562,1,271
TESE1_1_cell_344-230,0.23237151651020765,154,0.8453337107130187,1,12
TESE1_2_cell_115-053,1.9803993531151907,2002,18.460945358010477,1,342
TESE1_2_cell_088-085,2.272348829873504,2102,17.773212650646286,1,331
TESE1_2_cell_005-180,1.6596218310755357,1702,20.819126293559755,1,359
TESE1_2_cell_007-108,1.979176345133558,2037,21.39834729046154,1,364
TESE1_2_cell_146-149,1.5289346924667873,1422,13.645877831234124,1,304
TESE1_2_cell_182-064,1.3348258542390876,1296,14.477653331571563,1,307
TESE1_2_cell_005-025,1.622756876200608,1710,18.483186034572494,1,343
TESE1_2_cell_044-324,1.6912453231720377,1624,20.332468213083885,1,355
TESE1_2_cell_077-183,1.4663865699775736,1443,17.780925686091607,1,332
TESE1_2_cell_317-183,1.1543448192352948,1070,17.246439764516545,1,326
TESE1_2_cell_071-279,1.1802027022755284,1210,17.323469030551138,1,328
TESE1_2_cell_373-039,1.1775819708863153,1185,16.47565950385204,1,318
TESE1_2_cell_210-197,1.0655893828539522,1052,18.29913666906791,1,341
TESE1_2_cell_003-283,0.857678025976398,818,21.126572676767996,1,361
TESE1_2_cell_024-279,1.1359996995108046,1078,15.052802081701824,1,309
TESE1_2_cell_278-324,1.2018674150930213,1134,19.410844120898744,1,351
TESE1_2_cell_031-109,1.078168893522174,1094,17.78397854438721,1,333
TESE1_2_cell_246-181,0.8728782680338326,801,17.512253707583046,1,329
TESE1_2_cell_020-043,1.0839345025784424,1046,18.90539363540736,1,347
TESE1_2_cell_090-080,0.8372363211405376,760,13.891552545794044,1,306
TESE1_2_cell_171-075,0.8548825791612376,829,14.781815099223817,1,308
TESE1_2_cell_260-068,0.847020384993599,832,13.467750357287215,1,302
TESE1_2_cell_054-186,0.9083454995011802,832,33.253525188533324,1,420
TESE1_2_cell_004-232,0.8919222494621128,882,12.594544628457855,1,297
TESE1_2_cell_324-018,0.9633808586746503,960,16.47698851488965,1,319
TESE1_2_cell_066-301,0.876023145700888,839,18.539138911988562,1,344
TESE1_2_cell_085-018,0.6730038207498645,600,12.191421689143251,1,295
TESE1_2_cell_008-118,0.7434141374067169,704,13.151520972555327,1,301
TESE1_2_cell_003-007,0.5821517992571518,493,10.900554220400902,1,283
TESE1_2_cell_248-206,0.7458601533699822,752,18.08749686723825,1,338
TESE1_2_cell_180-376,0.5407442433075884,429,11.55872462787096,1,289
TESE1_2_cell_336-301,0.6398078898198348,553,16.50266033854173,1,321
TESE1_2_cell_246-065,0.5636319641067142,494,11.229134185898953,1,286
TESE1_2_cell_134-180,0.49951140278397266,411,10.54172275128745,1,279
TESE1_2_cell_182-298,0.26539273201428976,171,2.2688466637016123,1,125
TESE1_2_cell_035-009,0.33458004068950953,229,5.862984219332955,1,200
TESE2_1_cell_327-236,1.7564141770504642,1933,19.038620969123812,1,348
TESE2_1_cell_196-354,1.2403048088014768,1365,17.885332054802124,1,336
TESE2_1_cell_101-334,1.4850811205539587,1520,16.387349054246098,1,317
TESE2_1_cell_365-265,1.1620322979769857,1253,17.312402647627376,1,327
TESE2_1_cell_345-094,1.2408289550793192,1376,16.052382968168445,1,313
TESE2_1_cell_271-092,0.8515629860682347,792,12.437556519191354,1,296
TESE2_1_cell_241-351,1.1148591329711541,1170,17.61008849742143,1,330
TESE2_1_cell_025-367,0.9869674411775662,1053,16.48445933738643,1,320
TESE2_1_cell_165-329,0.7310093421644427,718,16.79127803564123,1,322
TESE2_1_cell_018-341,0.6782452835282903,645,8.948666977559025,1,266
TESE2_1_cell_269-184,0.40691222703178465,312,7.664993843448065,1,246
TESE2_1_cell_214-265,0.5573422087726033,538,10.89473414986796,1,281
TESE2_1_cell_273-193,0.4708580729285786,417,9.797904471535396,1,274
TESE2_1_cell_210-300,0.36131150085948077,298,7.129510702066233,1,228
TESE2_1_cell_000-243,0.5580410704763934,549,11.273926536579808,1,287
TESE2_1_cell_252-031,0.4642188867425727,420,10.387167960735578,1,277
TESE2_2_cell_116-352,1.9314790338498837,1953,22.991509866681955,1,371
TESE2_2_cell_002-203,1.622058014496818,1744,23.285222990314185,1,374
TESE2_2_cell_029-029,1.1980236757221758,1318,20.431395465244123,1,356
TESE2_2_cell_124-280,1.2013432688151788,1338,21.29559177028251,1,362
TESE2_2_cell_331-266,0.8941935499994306,962,16.195301497869522,1,314
TESE2_2_cell_201-211,0.6183178924282894,611,11.891508574973376,1,293
TESE2_2_cell_020-143,0.6976386958084655,722,13.14921946584791,1,300
TESE2_2_cell_228-278,0.5604870864396587,521,10.960007682564104,1,284
TESE2_2_cell_188-317,0.4334689717758084,403,8.706816140600248,1,264
TESE2_2_cell_255-237,0.4275286472935926,365,8.24963217118474,1,261
TESE2_2_cell_199-302,0.5215255464533608,500,10.897257121069762,1,282
TESE2_2_cell_319-157,0.29631736240700163,228,3.0199408252193254,1,138
TESE1_1_cell_278-331,4.705785282470626,3545,35.795467184091585,1,432
TESE1_1_cell_064-185,3.8105434399155103,3161,43.41863573603168,1,474
TESE1_1_cell_015-084,4.3091812655697455,3455,31.264394256669892,1,411
TESE1_1_cell_187-086,3.3316484573933454,2890,30.762568880518856,1,410
TESE1_1_cell_081-009,4.0853708049309665,3400,32.48646059671379,1,415
TESE1_1_cell_037-128,3.0501819061918836,2806,26.032606349445587,1,388
TESE1_1_cell_314-324,2.9491963899942144,2761,25.092984214499918,1,385
TESE1_1_cell_298-324,3.103644826531826,2856,32.05320313187059,1,412
TESE1_1_cell_307-373,2.5819445646525176,2422,37.32639987680529,1,439
TESE1_1_cell_025-059,2.7970192539939203,2703,24.497612008013224,1,382
TESE1_1_cell_111-026,2.5435071709440624,2381,30.65111956114439,1,407
