CELLNAME,Size_Factor,num_genes_expressed,Pseudotime,State,ORDER
Mouse_4m_1_cell_193-372,0.6579149992003472,842,0.619887253698756,1,147
Mouse_4m_1_cell_287-177,0.7536249295475942,881,0.3720108567513181,1,48
Mouse_4m_1_cell_276-350,0.9479494922253127,1243,0.8270055520718138,1,185
Mouse_4m_1_cell_365-127,0.8717010651656697,1124,0.7636537530336553,1,174
Mouse_4m_1_cell_040-044,0.7341634262599901,1008,0.3992295877304739,1,65
Mouse_4m_1_cell_367-075,0.8198521347651125,861,0.47114164493869015,1,93
Mouse_4m_1_cell_208-217,0.9141097141207473,1194,0.7135935831537127,1,166
Mouse_4m_1_cell_213-099,0.7273373765994126,963,0.2978168172652961,1,23
Mouse_4m_1_cell_370-219,0.787755177850482,1008,0.5809301068992558,1,133
Mouse_4m_1_cell_358-125,0.7964692838001554,1009,1.1535317868679182,1,218
Mouse_4m_1_cell_110-132,0.7964692838001554,1054,0.7733908010286042,1,175
Mouse_4m_1_cell_071-160,0.7184780355505779,937,0.5064751530331656,1,113
Mouse_4m_1_cell_350-379,0.6987260620646513,933,0.5670576356566543,1,130
Mouse_4m_1_cell_025-014,0.8846269889910187,1168,1.180792145445542,1,222
Mouse_4m_1_cell_142-325,0.6808621448678207,864,0.7884462684959118,1,179
Mouse_4m_1_cell_066-153,0.43802905907025325,459,0.9182805231246585,1,203
Mouse_4m_1_cell_042-298,0.6336607376404227,727,0.3453417411056845,1,37
Mouse_4m_1_cell_288-304,0.6063565389981125,762,0.5027040686556873,1,112
Mouse_4m_1_cell_161-195,0.5943020257677308,784,0.3239781626447208,1,32
Mouse_4m_1_cell_350-232,0.683040671355239,912,0.302989682740002,1,26
Mouse_4m_1_cell_334-220,0.5428888006646574,716,0.2914544932461578,1,20
Mouse_4m_1_cell_046-248,0.6460057210691268,808,0.7442376443387558,1,169
Mouse_4m_1_cell_289-026,0.4757901848521716,596,0.38621656029102625,1,59
Mouse_4m_1_cell_051-309,0.5584289562749084,718,0.6418456752728834,1,156
Mouse_4m_1_cell_347-139,0.6085350654855308,819,0.31673693277073234,1,30
Mouse_4m_1_cell_350-347,0.5272034099552451,687,0.13249592207447822,1,4
Mouse_4m_1_cell_358-064,0.6307560356571982,812,0.8817129296795212,1,197
Mouse_4m_1_cell_042-042,0.5626407741505839,698,0.4246583087335939,1,73
Mouse_4m_1_cell_177-176,0.4330910656987716,520,0.2265988331388597,1,10
Mouse_4m_1_cell_006-248,0.5449220920529145,731,0.3026399804907185,1,25
Mouse_4m_1_cell_146-191,0.4994635060154512,649,0.2541258909445699,1,15
Mouse_4m_1_cell_297-075,0.536788926499886,711,0.49634646130358806,1,107
Mouse_4m_1_cell_331-186,0.44572651932579815,554,0.38604172901045786,1,58
Mouse_4m_1_cell_322-129,0.45444062527547163,594,0.1771788079275113,1,8
Mouse_4m_1_cell_150-117,0.4188580259809716,516,0.5396662860048789,1,122
Mouse_4m_1_cell_203-374,0.511663254344994,658,0.037413866337091914,1,2
Mouse_4m_1_cell_317-142,0.57542146287677165,774,0.6294510893073383,1,153
Mouse_4m_1_cell_166-023,0.46998078088572265,560,0.35767621105941194,1,41
Mouse_4m_1_cell_313-302,0.4338172411945777,543,1.0167858692428617,1,209
Mouse_4m_1_cell_276-247,0.5083228470642859,652,0.116895123043391,1,3
Mouse_4m_1_cell_380-034,0.6063565389981125,857,0.3847405912338108,1,55
Mouse_4m_1_cell_369-122,0.3440619499129409,406,0.23663837141781172,1,13
Mouse_4m_1_cell_282-000,0.6028708966182431,847,0.2875821787097087,1,19
Mouse_4m_1_cell_069-188,0.41217721141955527,522,0.2953738053801293,1,22
Mouse_4m_1_cell_209-238,0.3237290360303695,396,0.6778333879587768,1,159
Mouse_4m_1_cell_382-378,0.4432575226400573,553,0.16331673980633965,1,7
Mouse_4m_1_cell_278-037,0.5423078602680125,733,0.815906751468771,1,182
Mouse_4m_1_cell_053-017,0.4028821650732369,504,0,1,1
Mouse_4m_1_cell_129-045,0.48421382060352264,653,0.2347509931073267,1,12
Mouse_4m_1_cell_003-275,0.3633782181013838,492,0.8664736757098888,1,194
Mouse_4m_1_cell_319-016,0.3851634829755675,486,0.8740664044051956,1,195
Mouse_4m_1_cell_096-020,0.3391239565414593,395,0.32516063075312107,1,33
Mouse_4m_1_cell_217-327,0.35611646314332257,461,0.2942642528853882,1,21
Mouse_4m_1_cell_371-187,0.3497261187802287,400,0.5477709962127414,1,126
Mouse_4m_1_cell_313-179,0.23760462222776335,284,0.7849324431067634,1,178
Mouse_4m_1_cell_085-301,0.3183553373614042,393,0.16096460262703233,1,6
Mouse_4m_1_cell_129-325,0.32968367509597973,353,0.35768790700539493,1,42
Mouse_4m_1_cell_079-113,0.24864248976401643,258,0.6265656538493823,1,151
Mouse_4m_1_cell_368-200,0.22395252290660825,236,0.513356584422778,1,116
Mouse_4m_1_cell_239-181,0.2071052514039062,196,0.4928248649288574,1,105
Mouse_4m_1_cell_311-102,0.228309575881445,247,0.42727034676034414,1,75
Mouse_4m_1_cell_374-239,0.20100537723913478,206,0.4243975557491863,1,72
Mouse_4m_2_cell_228-314,3.074917519441446,3078,1.5705499506109495,1,263
Mouse_4m_2_cell_247-340,3.5377817804682685,3385,1.4230574893807373,1,246
Mouse_4m_2_cell_183-069,2.2886146925825765,2594,1.6229061386747712,1,268
Mouse_4m_2_cell_164-093,1.7948153554344128,2160,1.3621099058782231,1,239
Mouse_4m_2_cell_074-196,1.9702593552211722,2379,1.3652790607170167,1,240
Mouse_4m_2_cell_148-107,1.869901901700766,2268,1.1491792187472096,1,217
Mouse_4m_2_cell_304-278,2.0084561863005743,2389,1.4281236948630245,1,248
Mouse_4m_2_cell_155-113,1.388011842683823,1795,0.7550141322547138,1,171
Mouse_4m_2_cell_166-169,1.150697690654382,1498,0.824294310374933,1,184
Mouse_4m_2_cell_061-093,0.9730751643802045,1312,0.6330346502028117,1,154
Mouse_4m_2_cell_315-172,1.1748067171151453,1517,0.8362533619924416,1,188
Mouse_4m_2_cell_028-181,1.2135844885911924,1636,0.8132113984958362,1,181
Mouse_4m_2_cell_114-052,1.0488878861423636,1368,0.3811328130053283,1,51
Mouse_4m_2_cell_211-033,1.0109815252612842,1379,0.6962354082974569,1,163
Mouse_4m_2_cell_064-053,1.157814210513282,1503,0.9383482534553815,1,205
Mouse_4m_2_cell_064-341,1.1384979423248391,1490,0.8974913493803369,1,199
Mouse_4m_2_cell_227-337,1.091877475494086,1424,0.8835732309879026,1,198
Mouse_4m_2_cell_175-058,0.9396710915731228,1243,0.590741904942223,1,137
Mouse_4m_2_cell_160-072,1.0824371940486066,1414,0.8519414164115092,1,191
Mouse_4m_2_cell_379-033,1.265869124289233,1660,0.9177894358892554,1,202
Mouse_4m_2_cell_180-061,0.8574680254478697,1138,0.7753991615607339,1,176
Mouse_4m_2_cell_363-078,1.0487426510432025,1363,0.6780879104615568,1,160
Mouse_4m_2_cell_350-203,1.2164891905744168,1581,1.1115437682059037,1,214
Mouse_4m_2_cell_349-035,0.9453352604404106,1315,0.42409989583806196,1,71
Mouse_4m_2_cell_300-153,0.9149811247157147,1255,0.4812926615403591,1,99
Mouse_4m_2_cell_266-196,1.391787955262015,1686,1.4722342008267975,1,252
Mouse_4m_2_cell_224-317,1.044530833167527,1354,1.2230594443221308,1,228
Mouse_4m_2_cell_346-022,1.1631879091822475,1563,0.464823743221602,1,91
Mouse_4m_2_cell_090-043,1.1957205713943617,1547,1.3217679605789283,1,232
Mouse_4m_2_cell_077-149,0.668081456141633,884,0.8364859033552274,1,189
Mouse_4m_2_cell_156-189,0.9072836644601697,1232,0.8305528339955432,1,187
Mouse_4m_2_cell_025-248,0.857032320150386,1157,0.3567996924442834,1,40
Mouse_4m_2_cell_098-295,0.8854983995859861,1172,1.182295604798285,1,223
Mouse_4m_2_cell_116-080,0.6234942806991369,832,0.5910744955055502,1,138
Mouse_4m_2_cell_234-169,0.473466423265592,614,0.3011059426505899,1,24
Mouse_4m_2_cell_292-041,0.5996757244366961,774,0.4767662464238611,1,96
Mouse_4m_2_cell_367-178,0.422343668360841,548,0.9410266526696921,1,206
Mouse_4m_2_cell_118-369,0.5675787675220655,732,0.3043142199028228,1,27
Mouse_4m_2_cell_275-259,0.5170369530139594,655,0.5883748440151134,1,136
Mouse_4m_2_cell_269-178,0.4384647643677369,545,0.979392935760442,1,208
Mouse_4m_2_cell_217-318,0.4756449497530104,625,0.24345959976121478,1,14
Mouse_4m_2_cell_011-055,0.3999774630900124,489,0.46395208506697777,1,90
Mouse_4m_2_cell_198-363,0.36628292008460833,444,0.26017025052397685,1,16
Mouse_4m_2_cell_104-165,0.35785928433325725,415,0.6050413727349988,1,143
Mouse_4m_2_cell_012-165,0.46460708221675734,613,1.0613328871422256,1,212
Mouse_4m_2_cell_042-151,0.5152941318240247,702,1.0617291371259903,1,213
Mouse_4m_2_cell_289-138,0.2699920493407164,269,0.8585633718616013,1,192
Mouse_4m_2_cell_163-024,0.30383182744528175,362,0.5994177471596771,1,140
Mouse_4m_2_cell_104-132,0.19635785406597558,201,0.7180539840290456,1,167
Mouse_4m_1_cell_358-187,2.600724920680048,2709,9.580464287972275,1,413
Mouse_4m_1_cell_342-063,2.424119040099999,2582,6.359687744836314,1,364
Mouse_4m_1_cell_305-347,2.2273254807365395,2477,6.391453343814552,1,370
Mouse_4m_1_cell_138-175,2.5633995001956134,2630,7.927824061444736,1,394
Mouse_4m_1_cell_173-064,1.8057079878715048,2111,10.137317905092557,1,415
Mouse_4m_1_cell_110-168,2.4082884142914254,2619,4.406199802711429,1,314
Mouse_4m_1_cell_103-156,2.256227265469623,2501,4.335619685183349,1,310
Mouse_4m_1_cell_124-148,2.3137403647374684,2513,3.8869936924676076,1,306
Mouse_4m_1_cell_307-210,1.780727550815774,2084,6.851317631670278,1,380
Mouse_4m_1_cell_109-339,1.9722926466094293,2238,2.75649911323336,1,293
Mouse_4m_1_cell_046-314,1.5750746504034803,1889,5.911704030765526,1,350
Mouse_4m_1_cell_381-216,1.8373692394886518,2080,8.988816260051474,1,406
Mouse_4m_1_cell_239-301,1.9538477890159538,2235,5.896022244547172,1,346
Mouse_4m_1_cell_376-233,1.888637229492564,2274,3.8555019418715357,1,303
Mouse_4m_1_cell_091-021,1.624164113919974,1944,5.435898632352929,1,338
Mouse_4m_1_cell_005-143,1.6302639880847456,1913,3.8566048384276264,1,304
Mouse_4m_1_cell_237-220,1.6264878755065537,1964,10.155641006268072,1,417
Mouse_4m_1_cell_176-090,1.532956471646725,1849,5.431162653356864,1,337
Mouse_4m_1_cell_129-157,1.564617723263872,1922,7.421487808941441,1,389
Mouse_4m_1_cell_159-029,1.4500272300256658,1773,5.944604709101464,1,358
Mouse_4m_1_cell_159-157,1.4516248161164393,1795,8.453998013294587,1,404
Mouse_4m_1_cell_300-139,1.423013501581678,1794,5.8911168075583085,1,343
Mouse_4m_1_cell_074-383,1.657713421826217,1960,4.3429217824651225,1,311
Mouse_4m_1_cell_266-087,1.5040546869136413,1788,4.892239469405446,1,318
Mouse_4m_1_cell_141-162,1.367969398999574,1714,3.866295780331159,1,305
Mouse_4m_1_cell_364-300,1.0926036509898922,1428,5.380605850051541,1,323
Mouse_4m_1_cell_280-011,1.4144446307311658,1809,5.866869237299573,1,340
Mouse_4m_1_cell_163-256,1.213439253492031,1542,6.370222984022486,1,366
Mouse_4m_1_cell_206-152,1.4038424684923965,1716,5.408528564714096,1,330
Mouse_4m_1_cell_283-242,1.199206213774231,1533,6.390145067741726,1,369
Mouse_4m_1_cell_131-246,1.1864255250480433,1516,9.5553351786248,1,412
Mouse_4m_1_cell_253-195,1.0979773496588576,1401,5.241728589670564,1,322
Mouse_4m_1_cell_286-139,1.3063897169552148,1639,3.8989344298437656,1,308
Mouse_4m_1_cell_210-190,1.0163552239302494,1309,3.893328955334372,1,307
Mouse_4m_1_cell_366-126,1.2488766176873698,1565,6.958115449733578,1,382
Mouse_4m_1_cell_351-104,1.0117077007570903,1288,5.960141507056604,1,363
Mouse_4m_1_cell_006-088,1.1226673165162657,1460,4.487123053790802,1,315
Mouse_4m_1_cell_282-227,1.3196061109788861,1671,4.90328640627366,1,319
Mouse_4m_1_cell_344-126,1.24771473689408,1574,5.894855363192964,1,345
Mouse_4m_1_cell_269-072,0.9403972670689289,1292,7.495640559306835,1,391
Mouse_4m_1_cell_093-178,0.9151263598148759,1178,5.905095948851619,1,349
Mouse_4m_1_cell_155-332,1.0359619623170147,1380,1.4913756593832188,1,253
Mouse_4m_1_cell_037-141,0.8878221611725656,1151,5.453035166450387,1,339
Mouse_4m_1_cell_013-038,0.7646627970838472,1046,1.5288869748990641,1,257
Mouse_4m_1_cell_364-282,0.8255163036324004,1099,4.2639182939973725,1,309
Mouse_4m_1_cell_284-328,0.9043789624769453,1212,8.018021919464548,1,395
Mouse_4m_1_cell_047-162,1.1087247469967882,1417,1.81294486489608,1,279
Mouse_4m_1_cell_346-348,0.9403972670689289,1212,8.034976271044524,1,396
Mouse_4m_1_cell_023-211,0.8365541711686534,1140,1.6472376493657046,1,270
Mouse_4m_1_cell_376-236,0.9077193697576534,1235,8.046677204864041,1,398
Mouse_4m_1_cell_262-099,1.004445945799029,1280,6.42288525169382,1,373
Mouse_4m_1_cell_041-002,0.6233490455999757,857,2.3839056909046548,1,291
Mouse_4m_1_cell_303-295,0.7293706679876697,1012,5.123463902020587,1,321
Mouse_4m_1_cell_035-008,0.750284522266886,1040,5.893138155734509,1,344
Mouse_4m_1_cell_145-368,0.4910398702641002,670,1.548854142639606,1,258
Mouse_4m_1_cell_374-065,0.758708158018237,1014,1.7233605354041106,1,277
Mouse_4m_1_cell_102-164,0.7013402938495533,928,1.3220382486525462,1,233
Mouse_4m_1_cell_019-350,0.4827614696119104,627,1.1623186456913068,1,220
Mouse_4m_1_cell_282-379,0.5642383602413573,739,2.3506464459981635,1,289
Mouse_4m_1_cell_130-097,0.589218797297088,801,2.109293619100644,1,282
Mouse_4m_1_cell_157-257,0.4454360491274757,589,6.4762002635898,1,377
Mouse_4m_1_cell_227-116,0.5706287046044513,770,1.378399289915,1,241
Mouse_4m_1_cell_303-079,0.4651880226134022,607,7.503015695105629,1,392
Mouse_4m_1_cell_195-260,0.4297506584180634,577,4.403094268622506,1,313
Mouse_4m_1_cell_128-228,0.4057868670564614,538,5.936524637770156,1,357
Mouse_4m_1_cell_096-178,0.3970727611067879,519,2.3119954282867585,1,287
Mouse_4m_1_cell_331-371,0.4017202842799471,542,1.6786247860283319,1,273
Mouse_4m_1_cell_075-064,0.4086915690396859,573,8.076868057331518,1,400
Mouse_4m_1_cell_335-120,0.3301193803934634,425,6.994408659490132,1,383
Mouse_4m_1_cell_180-307,0.2900344930249654,350,5.917826412604549,1,353
Mouse_4m_1_cell_041-001,0.26578023146504093,360,1.5544051438147897,1,260
Mouse_4m_1_cell_099-141,0.30455800294108787,389,5.397056156189684,1,327
Mouse_4m_1_cell_156-220,0.3495808836810675,449,2.3372930737191058,1,288
Mouse_4m_1_cell_173-298,0.21291465537035517,261,2.839041545943204,1,296
Mouse_4m_1_cell_012-162,0.34580477110287566,443,5.42720692978878,1,335
Mouse_4m_1_cell_316-367,0.2532900129371756,300,1.58112380677846,1,265
Mouse_4m_1_cell_259-094,0.2622945890851715,310,1.5278753299257786,1,256
Mouse_4m_1_cell_286-116,0.21581935735357968,242,3.3912541328976884,1,301
Mouse_4m_1_cell_132-318,0.22220970171667356,258,2.732099209384007,1,292
Mouse_4m_2_cell_212-382,4.406578143650714,3738,5.899718973951455,1,347
Mouse_4m_2_cell_257-218,4.218934395534411,3474,5.424648062122515,1,333
Mouse_4m_2_cell_171-361,2.8299059071564603,2754,6.832362360916096,1,379
Mouse_4m_2_cell_067-126,3.893607773413269,3287,5.385022070156597,1,325
Mouse_4m_2_cell_096-098,3.4484621944841156,3171,5.4243177955775135,1,332
Mouse_4m_2_cell_317-084,3.0980099002080808,3008,5.40194329398674,1,328
Mouse_4m_2_cell_233-229,2.8392009535027785,2731,9.536143354799977,1,410
Mouse_4m_2_cell_187-163,2.2143995569111907,2504,8.988911906954922,1,407
Mouse_4m_2_cell_170-000,2.5557020399400683,2533,5.42901482865765,1,336
Mouse_4m_2_cell_130-189,2.4556350566179845,2513,7.3765124004810065,1,387
Mouse_4m_2_cell_340-290,2.509372043307638,2613,1.8741709489273175,1,280
Mouse_4m_2_cell_328-301,2.2530320932880765,2496,6.468346684641542,1,376
Mouse_4m_2_cell_093-208,2.300669205812958,2437,10.137592963567682,1,416
Mouse_4m_2_cell_121-298,1.5776888821883823,1919,10.206257761065912,1,420
Mouse_4m_2_cell_115-090,2.413226407662907,2588,7.395086481550536,1,388
Mouse_4m_2_cell_258-038,2.660997486831956,2701,5.9502310006788335,1,359
Mouse_4m_2_cell_032-183,2.1030042358545313,2346,3.3268119500112583,1,298
Mouse_4m_2_cell_112-190,2.527090725405307,2655,7.889376923075369,1,393
Mouse_4m_2_cell_342-174,2.184335891384817,2395,7.341647838877032,1,384
Mouse_4m_2_cell_196-340,2.1820121297982378,2371,7.366267661794902,1,386
